# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Energy grid: 1 to 20 MeV, 1 MeV step
# Radial grid: 0 to 21 fm, 0.26781 fm step
# l = 1 (j = l + 1/2, l.s = l)
# Columns: E(MeV)  k  r(fm)  Re(U)(MeV)  Im(U)(MeV)
  10.00000   2   19.817940    1.307874e+00   -6.313502e-11
  10.00000   2   20.085750    1.290435e+00   -4.155273e-11
  10.00000   2   20.353560    1.273456e+00   -2.738906e-11
  10.00000   2   20.621370    1.256917e+00   -1.807859e-11
  10.00000   2   20.889180    1.240803e+00   -1.194880e-11
  11.00000   1    0.267810   -4.833318e+01   -9.203921e-01
  11.00000   1    0.535620   -4.817589e+01   -9.277614e-01
  11.00000   1    0.803430   -4.806287e+01   -9.388431e-01
  11.00000   1    1.071240   -4.792524e+01   -9.571348e-01
  11.00000   1    1.339050   -4.772995e+01   -9.876620e-01
  11.00000   1    1.606860   -4.743979e+01   -1.038534e+00
  11.00000   1    1.874670   -4.700267e+01   -1.122846e+00
  11.00000   1    2.142480   -4.634279e+01   -1.261358e+00
  11.00000   1    2.410290   -4.535197e+01   -1.485855e+00
  11.00000   1    2.678100   -4.388546e+01   -1.842077e+00
  11.00000   1    2.945910   -4.177399e+01   -2.388596e+00
  11.00000   1    3.213720   -3.886673e+01   -3.183312e+00
  11.00000   1    3.481530   -3.510649e+01   -4.244613e+00
  11.00000   1    3.749340   -3.060261e+01   -5.481580e+00
  11.00000   1    4.017150   -2.564602e+01   -6.629594e+00
  11.00000   1    4.284960   -2.064053e+01   -7.293750e+00
  11.00000   1    4.552770   -1.598341e+01   -7.169019e+00
  11.00000   1    4.820580   -1.195928e+01   -6.279276e+00
  11.00000   1    5.088390   -8.695228e+00   -4.960321e+00
  11.00000   1    5.356200   -6.180210e+00   -3.607269e+00
  11.00000   1    5.624010   -4.317939e+00   -2.468888e+00
  11.00000   1    5.891820   -2.979294e+00   -1.620830e+00
  11.00000   1    6.159630   -2.037450e+00   -1.035441e+00
  11.00000   1    6.427440   -1.384743e+00   -6.501378e-01
  11.00000   1    6.695250   -9.371385e-01   -4.038774e-01
  11.00000   1    6.963060   -6.323890e-01   -2.492867e-01
  11.00000   1    7.230870   -4.259137e-01   -1.532906e-01
  11.00000   1    7.498680   -2.864815e-01   -9.406434e-02
  11.00000   1    7.766490   -1.925307e-01   -5.766106e-02
  11.00000   1    8.034300   -1.293183e-01   -3.533262e-02
  11.00000   1    8.302110   -8.682865e-02   -2.165159e-02
  11.00000   1    8.569920   -5.828627e-02   -1.327236e-02
  11.00000   1    8.837730   -3.912080e-02   -8.140230e-03
  11.00000   1    9.105540   -2.625504e-02   -4.995977e-03
  11.00000   1    9.373350   -1.761965e-02   -3.068677e-03
  11.00000   1    9.641160   -1.182422e-02   -1.886573e-03
  11.00000   1    9.908970   -7.934956e-03   -1.160992e-03
  11.00000   1   10.176780   -5.324980e-03   -7.152496e-04
  11.00000   1   10.444590   -3.573512e-03   -4.411620e-04
  11.00000   1   10.712400   -2.398158e-03   -2.724519e-04
  11.00000   1   10.980210   -1.609408e-03   -1.684896e-04
  11.00000   1   11.248020   -1.080092e-03   -1.043489e-04
  11.00000   1   11.515830   -7.248728e-04   -6.472546e-05
  11.00000   1   11.783640   -4.864841e-04   -4.021388e-05
  11.00000   1   12.051450   -3.264986e-04   -2.502829e-05
  11.00000   1   12.319260   -2.191287e-04   -1.560562e-05
  11.00000   1   12.587070   -1.470694e-04   -9.749114e-06
  11.00000   1   12.854880   -9.870742e-05   -6.102689e-06
  11.00000   1   13.122690   -6.624937e-05   -3.828119e-06
  11.00000   1   13.390500   -4.446493e-05   -2.406530e-06
  11.00000   1   13.658310   -2.984401e-05   -1.516244e-06
  11.00000   1   13.926120   -2.003088e-05   -9.575169e-07
  11.00000   1   14.193930   -1.344455e-05   -6.061024e-07
  11.00000   1   14.461740   -9.023917e-06   -3.845800e-07
  11.00000   1   14.729550   -6.056847e-06   -2.446146e-07
  11.00000   1   14.997360   -4.065374e-06   -1.559704e-07
  11.00000   1   15.265170   -2.728706e-06   -9.969419e-08
  11.00000   1   15.532980   -1.831534e-06   -6.387988e-08
  11.00000   1   15.800790   -1.229349e-06   -4.103158e-08
  11.00000   1   16.068600   -8.251576e-07   -2.641926e-08
  11.00000   1   16.336410   -5.538605e-07   -1.705119e-08
  11.00000   1   16.604220   -3.717623e-07   -1.103060e-08
  11.00000   1   16.872030   -2.495351e-07   -7.152028e-09
  11.00000   1   17.139840   -1.674940e-07   -4.647459e-09
  11.00000   1   17.407650   -1.124263e-07   -3.026398e-09
  11.00000   1   17.675460   -7.546365e-08   -1.974812e-09
  11.00000   1   17.943270   -5.065340e-08   -1.291153e-09
  11.00000   1   18.211080   -3.400011e-08   -8.457525e-10
  11.00000   1   18.478890   -2.282196e-08   -5.549864e-10
  11.00000   1   18.746700   -1.531886e-08   -3.647997e-10
  11.00000   1   19.014510   -1.028254e-08   -2.401701e-10
  11.00000   1   19.282320   -6.902006e-09   -1.583562e-10
  11.00000   1   19.550130   -4.632877e-09   -1.045594e-10
  11.00000   1   19.817940   -3.109759e-09   -6.912950e-11
  11.00000   1   20.085750   -2.087389e-09   -4.576130e-11
  11.00000   1   20.353560   -1.401136e-09   -3.032710e-11
  11.00000   1   20.621370   -9.404982e-10   -2.011990e-11
  11.00000   1   20.889180   -6.313002e-10   -1.336132e-11
  11.00000   2    0.267810   -4.669918e+01   -8.674827e-01
  11.00000   2    0.535620   -4.656150e+01   -8.767465e-01
  11.00000   2    0.803430   -4.648472e+01   -8.911647e-01
  11.00000   2    1.071240   -4.639665e+01   -9.149238e-01
  11.00000   2    1.339050   -4.626001e+01   -9.543068e-01
  11.00000   2    1.606860   -4.603167e+01   -1.019452e+00
  11.00000   2    1.874670   -4.565126e+01   -1.126652e+00
  11.00000   2    2.142480   -4.503166e+01   -1.301589e+00
  11.00000   2    2.410290   -4.404993e+01   -1.583354e+00
  11.00000   2    2.678100   -4.254352e+01   -2.027857e+00
  11.00000   2    2.945910   -4.032421e+01   -2.706224e+00
  11.00000   2    3.213720   -3.722578e+01   -3.688119e+00
  11.00000   2    3.481530   -3.318642e+01   -4.994534e+00
  11.00000   2    3.749340   -2.832947e+01   -6.513688e+00
  11.00000   2    4.017150   -2.298186e+01   -7.924369e+00
  11.00000   2    4.284960   -1.759962e+01   -8.749451e+00
  11.00000   2    4.552770   -1.262327e+01   -8.620830e+00
  11.00000   2    4.820580   -8.333757e+00   -7.565851e+00
  11.00000   2    5.088390   -4.878358e+00   -5.987334e+00
  11.00000   2    5.356200   -2.250899e+00   -4.361271e+00
  11.00000   2    5.624010   -3.462195e-01   -2.989296e+00
  11.00000   2    5.891820    9.796456e-01   -1.964937e+00
  11.00000   2    6.159630    1.868952e+00   -1.256575e+00
  11.00000   2    6.427440    2.442663e+00   -7.896505e-01
  11.00000   2    6.695250    2.795137e+00   -4.908697e-01
  11.00000   2    6.963060    2.996109e+00   -3.031312e-01
  11.00000   2    7.230870    3.095324e+00   -1.864634e-01
  11.00000   2    7.498680    3.127428e+00   -1.144416e-01
  11.00000   2    7.766490    3.116143e+00   -7.015476e-02
  11.00000   2    8.034300    3.077509e+00   -4.298321e-02
  11.00000   2    8.302110    3.022252e+00   -2.633247e-02
  11.00000   2    8.569920    2.957481e+00   -1.613448e-02
  11.00000   2    8.837730    2.887851e+00   -9.889417e-03
  11.00000   2    9.105540    2.816375e+00   -6.064546e-03
  11.00000   2    9.373350    2.744968e+00   -3.721209e-03
  11.00000   2    9.641160    2.674817e+00   -2.284899e-03
  11.00000   2    9.908970    2.606627e+00   -1.404050e-03
  11.00000   2   10.176780    2.540791e+00   -8.635034e-04
  11.00000   2   10.444590    2.477499e+00   -5.315511e-04
  11.00000   2   10.712400    2.416809e+00   -3.275360e-04
  11.00000   2   10.980210    2.358702e+00   -2.020415e-04
  11.00000   2   11.248020    2.303107e+00   -1.247742e-04
  11.00000   2   11.515830    2.249926e+00   -7.715220e-05
  11.00000   2   11.783640    2.199046e+00   -4.776925e-05
  11.00000   2   12.051450    2.150350e+00   -2.961852e-05
  11.00000   2   12.319260    2.103719e+00   -1.839212e-05
  11.00000   2   12.587070    2.059036e+00   -1.143913e-05
  11.00000   2   12.854880    2.016192e+00   -7.126650e-06
  11.00000   2   13.122690    1.975080e+00   -4.447830e-06
  11.00000   2   13.390500    1.935602e+00   -2.781114e-06
  11.00000   2   13.658310    1.897665e+00   -1.742344e-06
  11.00000   2   13.926120    1.861182e+00   -1.093775e-06
  11.00000   2   14.193930    1.826072e+00   -6.880708e-07
  11.00000   2   14.461740    1.792261e+00   -4.337899e-07
  11.00000   2   14.729550    1.759678e+00   -2.740899e-07
  11.00000   2   14.997360    1.728257e+00   -1.735788e-07
  11.00000   2   15.265170    1.697938e+00   -1.101816e-07
  11.00000   2   15.532980    1.668664e+00   -7.010419e-08
  11.00000   2   15.800790    1.640382e+00   -4.471069e-08
  11.00000   2   16.068600    1.613043e+00   -2.858353e-08
  11.00000   2   16.336410    1.586600e+00   -1.831712e-08
  11.00000   2   16.604220    1.561010e+00   -1.176604e-08
  11.00000   2   16.872030    1.536232e+00   -7.575735e-09
  11.00000   2   17.139840    1.512229e+00   -4.889071e-09
  11.00000   2   17.407650    1.488964e+00   -3.162393e-09
  11.00000   2   17.675460    1.466404e+00   -2.050077e-09
  11.00000   2   17.943270    1.444517e+00   -1.331873e-09
  11.00000   2   18.211080    1.423274e+00   -8.670887e-10
  11.00000   2   18.478890    1.402647e+00   -5.656398e-10
  11.00000   2   18.746700    1.382609e+00   -3.697066e-10
  11.00000   2   19.014510    1.363136e+00   -2.420910e-10
  11.00000   2   19.282320    1.344203e+00   -1.588059e-10
  11.00000   2   19.550130    1.325790e+00   -1.043476e-10
  11.00000   2   19.817940    1.307874e+00   -6.867314e-11
  11.00000   2   20.085750    1.290435e+00   -4.526279e-11
  11.00000   2   20.353560    1.273456e+00   -2.987494e-11
  11.00000   2   20.621370    1.256917e+00   -1.974450e-11
  11.00000   2   20.889180    1.240803e+00   -1.306537e-11
  12.00000   1    0.267810   -4.797613e+01   -1.001122e+00
  12.00000   1    0.535620   -4.781976e+01   -1.008405e+00
  12.00000   1    0.803430   -4.770760e+01   -1.019245e+00
  12.00000   1    1.071240   -4.757115e+01   -1.037150e+00
  12.00000   1    1.339050   -4.737757e+01   -1.067092e+00
  12.00000   1    1.606860   -4.708992e+01   -1.117098e+00
  12.00000   1    1.874670   -4.665653e+01   -1.200144e+00
  12.00000   1    2.142480   -4.600215e+01   -1.336825e+00
  12.00000   1    2.410290   -4.501936e+01   -1.558716e+00
  12.00000   1    2.678100   -4.356440e+01   -1.911308e+00
  12.00000   1    2.945910   -4.146909e+01   -2.452907e+00
  12.00000   1    3.213720   -3.858355e+01   -3.241195e+00
  12.00000   1    3.481530   -3.485090e+01   -4.294508e+00
  12.00000   1    3.749340   -3.037975e+01   -5.522216e+00
  12.00000   1    4.017150   -2.545904e+01   -6.660491e+00
  12.00000   1    4.284960   -2.048981e+01   -7.315606e+00
  12.00000   1    4.552770   -1.586650e+01   -7.183616e+00
  12.00000   1    4.820580   -1.187167e+01   -6.288811e+00
  12.00000   1    5.088390   -8.631438e+00   -4.966678e+00
  12.00000   1    5.356200   -6.134817e+00   -3.611696e+00
  12.00000   1    5.624010   -4.286192e+00   -2.472090e+00
  12.00000   1    5.891820   -2.957371e+00   -1.623189e+00
  12.00000   1    6.159630   -2.022447e+00   -1.037181e+00
  12.00000   1    6.427440   -1.374539e+00   -6.514132e-01
  12.00000   1    6.695250   -9.302293e-01   -4.048024e-01
  12.00000   1    6.963060   -6.277243e-01   -2.499506e-01
  12.00000   1    7.230870   -4.227707e-01   -1.537626e-01
  12.00000   1    7.498680   -2.843666e-01   -9.439719e-02
  12.00000   1    7.766490   -1.911089e-01   -5.789419e-02
  12.00000   1    8.034300   -1.283630e-01   -3.549498e-02
  12.00000   1    8.302110   -8.618706e-02   -2.176412e-02
  12.00000   1    8.569920   -5.785548e-02   -1.335004e-02
  12.00000   1    8.837730   -3.883160e-02   -8.193672e-03
  12.00000   1    9.105540   -2.606090e-02   -5.032636e-03
  12.00000   1    9.373350   -1.748934e-02   -3.093761e-03
  12.00000   1    9.641160   -1.173675e-02   -1.903700e-03
  12.00000   1    9.908970   -7.876253e-03   -1.172664e-03
  12.00000   1   10.176780   -5.285580e-03   -7.231909e-04
  12.00000   1   10.444590   -3.547068e-03   -4.465572e-04
  12.00000   1   10.712400   -2.380410e-03   -2.761128e-04
  12.00000   1   10.980210   -1.597496e-03   -1.709708e-04
  12.00000   1   11.248020   -1.072097e-03   -1.060289e-04
  12.00000   1   11.515830   -7.195065e-04   -6.586200e-05
  12.00000   1   11.783640   -4.828824e-04   -4.098214e-05
  12.00000   1   12.051450   -3.240811e-04   -2.554724e-05
  12.00000   1   12.319260   -2.175061e-04   -1.595595e-05
  12.00000   1   12.587070   -1.459803e-04   -9.985475e-06
  12.00000   1   12.854880   -9.797642e-05   -6.262079e-06
  12.00000   1   13.122690   -6.575871e-05   -3.935554e-06
  12.00000   1   13.390500   -4.413560e-05   -2.478916e-06
  12.00000   1   13.658310   -2.962296e-05   -1.564999e-06
  12.00000   1   13.926120   -1.988251e-05   -9.903431e-07
  12.00000   1   14.193930   -1.334496e-05   -6.281979e-07
  12.00000   1   14.461740   -8.957070e-06   -3.994485e-07
  12.00000   1   14.729550   -6.011978e-06   -2.546176e-07
  12.00000   1   14.997360   -4.035257e-06   -1.626986e-07
  12.00000   1   15.265170   -2.708490e-06   -1.042188e-07
  12.00000   1   15.532980   -1.817965e-06   -6.692208e-08
  12.00000   1   15.800790   -1.220241e-06   -4.307673e-08
  12.00000   1   16.068600   -8.190440e-07   -2.779393e-08
  12.00000   1   16.336410   -5.497568e-07   -1.797508e-08
  12.00000   1   16.604220   -3.690078e-07   -1.165146e-08
  12.00000   1   16.872030   -2.476862e-07   -7.569196e-09
  12.00000   1   17.139840   -1.662529e-07   -4.927739e-09
  12.00000   1   17.407650   -1.115933e-07   -3.214691e-09
  12.00000   1   17.675460   -7.490447e-08   -2.101299e-09
  12.00000   1   17.943270   -5.027806e-08   -1.376115e-09
  12.00000   1   18.211080   -3.374817e-08   -9.028179e-10
  12.00000   1   18.478890   -2.265285e-08   -5.933128e-10
  12.00000   1   18.746700   -1.520534e-08   -3.905393e-10
  12.00000   1   19.014510   -1.020635e-08   -2.574556e-10
  12.00000   1   19.282320   -6.850859e-09   -1.699639e-10
  12.00000   1   19.550130   -4.598545e-09   -1.123540e-10
  12.00000   1   19.817940   -3.086715e-09   -7.436339e-11
  12.00000   1   20.085750   -2.071920e-09   -4.927562e-11
  12.00000   1   20.353560   -1.390753e-09   -3.268674e-11
  12.00000   1   20.621370   -9.335285e-10   -2.170421e-11
  12.00000   1   20.889180   -6.266218e-10   -1.442503e-11
  12.00000   2    0.267810   -4.628811e+01   -9.544538e-01
  12.00000   2    0.535620   -4.615144e+01   -9.636794e-01
  12.00000   2    0.803430   -4.607568e+01   -9.779507e-01
  12.00000   2    1.071240   -4.598898e+01   -1.001482e+00
  12.00000   2    1.339050   -4.585435e+01   -1.040544e+00
  12.00000   2    1.606860   -4.562897e+01   -1.105259e+00
  12.00000   2    1.874670   -4.525293e+01   -1.211906e+00
  12.00000   2    2.142480   -4.463977e+01   -1.386169e+00
  12.00000   2    2.410290   -4.366740e+01   -1.667183e+00
  12.00000   2    2.678100   -4.217441e+01   -2.110968e+00
  12.00000   2    2.945910   -3.997380e+01   -2.788842e+00
  12.00000   2    3.213720   -3.690041e+01   -3.770700e+00
  12.00000   2    3.481530   -3.289279e+01   -5.077614e+00
  12.00000   2    3.749340   -2.807343e+01   -6.597369e+00
  12.00000   2    4.017150   -2.276701e+01   -8.007451e+00
  12.00000   2    4.284960   -1.742640e+01   -8.828805e+00
  12.00000   2    4.552770   -1.248887e+01   -8.692005e+00
  12.00000   2    4.820580   -8.233011e+00   -7.624999e+00
  12.00000   2    5.088390   -4.804992e+00   -6.032929e+00
  12.00000   2    5.356200   -2.198682e+00   -4.394267e+00
  12.00000   2    5.624010   -3.096949e-01   -3.012072e+00
  12.00000   2    5.891820    1.004872e+00   -1.980159e+00
  12.00000   2    6.159630    1.886218e+00   -1.266541e+00
  12.00000   2    6.427440    2.454406e+00   -7.960940e-01
  12.00000   2    6.695250    2.803089e+00   -4.950071e-01
  12.00000   2    6.963060    3.001478e+00   -3.057788e-01
  12.00000   2    7.230870    3.098942e+00   -1.881557e-01
  12.00000   2    7.498680    3.129862e+00   -1.155235e-01
  12.00000   2    7.766490    3.117780e+00   -7.084713e-02
  12.00000   2    8.034300    3.078608e+00   -4.342699e-02
  12.00000   2    8.302110    3.022991e+00   -2.661744e-02
  12.00000   2    8.569920    2.957977e+00   -1.631785e-02
  12.00000   2    8.837730    2.888184e+00   -1.000766e-02
  12.00000   2    9.105540    2.816599e+00   -6.140960e-03
  12.00000   2    9.373350    2.745118e+00   -3.770698e-03
  12.00000   2    9.641160    2.674917e+00   -2.317019e-03
  12.00000   2    9.908970    2.606694e+00   -1.424940e-03
  12.00000   2   10.176780    2.540836e+00   -8.771178e-04
  12.00000   2   10.444590    2.477529e+00   -5.404412e-04
  12.00000   2   10.712400    2.416830e+00   -3.333521e-04
  12.00000   2   10.980210    2.358716e+00   -2.058534e-04
  12.00000   2   11.248020    2.303116e+00   -1.272768e-04
  12.00000   2   11.515830    2.249932e+00   -7.879793e-05
  12.00000   2   11.783640    2.199050e+00   -4.885315e-05
  12.00000   2   12.051450    2.150353e+00   -3.033343e-05
  12.00000   2   12.319260    2.103721e+00   -1.886430e-05
  12.00000   2   12.587070    2.059037e+00   -1.175138e-05
  12.00000   2   12.854880    2.016193e+00   -7.333398e-06
  12.00000   2   13.122690    1.975080e+00   -4.584872e-06
  12.00000   2   13.390500    1.935602e+00   -2.872046e-06
  12.00000   2   13.658310    1.897665e+00   -1.802738e-06
  12.00000   2   13.926120    1.861182e+00   -1.133922e-06
  12.00000   2   14.193930    1.826072e+00   -7.147813e-07
  12.00000   2   14.461740    1.792261e+00   -4.515741e-07
  12.00000   2   14.729550    1.759678e+00   -2.859392e-07
  12.00000   2   14.997360    1.728257e+00   -1.814788e-07
  12.00000   2   15.265170    1.697938e+00   -1.154517e-07
  12.00000   2   15.532980    1.668664e+00   -7.362183e-08
  12.00000   2   15.800790    1.640382e+00   -4.705978e-08
  12.00000   2   16.068600    1.613043e+00   -3.015297e-08
  12.00000   2   16.336410    1.586600e+00   -1.936611e-08
  12.00000   2   16.604220    1.561010e+00   -1.246744e-08
  12.00000   2   16.872030    1.536232e+00   -8.044884e-09
  12.00000   2   17.139840    1.512229e+00   -5.202973e-09
  12.00000   2   17.407650    1.488964e+00   -3.372483e-09
  12.00000   2   17.675460    1.466404e+00   -2.190724e-09
  12.00000   2   17.943270    1.444517e+00   -1.426054e-09
  12.00000   2   18.211080    1.423274e+00   -9.301685e-10
  12.00000   2   18.478890    1.402647e+00   -6.078974e-10
  12.00000   2   18.746700    1.382609e+00   -3.980205e-10
  12.00000   2   19.014510    1.363136e+00   -2.610653e-10
  12.00000   2   19.282320    1.344203e+00   -1.715233e-10
  12.00000   2   19.550130    1.325790e+00   -1.128725e-10
  12.00000   2   19.817940    1.307874e+00   -7.438843e-11
  12.00000   2   20.085750    1.290435e+00   -4.909488e-11
  12.00000   2   20.353560    1.273456e+00   -3.244461e-11
  12.00000   2   20.621370    1.256917e+00   -2.146779e-11
  12.00000   2   20.889180    1.240803e+00   -1.422115e-11
  13.00000   1    0.267810   -4.762118e+01   -1.084370e+00
  13.00000   1    0.535620   -4.746571e+01   -1.091546e+00
  13.00000   1    0.803430   -4.735443e+01   -1.102109e+00
  13.00000   1    1.071240   -4.721915e+01   -1.119565e+00
  13.00000   1    1.339050   -4.702726e+01   -1.148825e+00
  13.00000   1    1.606860   -4.674211e+01   -1.197810e+00
  13.00000   1    1.874670   -4.631242e+01   -1.279340e+00
  13.00000   1    2.142480   -4.566350e+01   -1.413795e+00
  13.00000   1    2.410290   -4.468870e+01   -1.632462e+00
  13.00000   1    2.678100   -4.324522e+01   -1.980471e+00
  13.00000   1    2.945910   -4.116597e+01   -2.515725e+00
  13.00000   1    3.213720   -3.830202e+01   -3.295556e+00
  13.00000   1    3.481530   -3.459681e+01   -4.338203e+00
  13.00000   1    3.749340   -3.015819e+01   -5.553536e+00
  13.00000   1    4.017150   -2.527316e+01   -6.679115e+00
  13.00000   1    4.284960   -2.033997e+01   -7.323293e+00
  13.00000   1    4.552770   -1.575027e+01   -7.183906e+00
  13.00000   1    4.820580   -1.178457e+01   -6.285639e+00
  13.00000   1    5.088390   -8.568022e+00   -4.962933e+00
  13.00000   1    5.356200   -6.089690e+00   -3.608765e+00
  13.00000   1    5.624010   -4.254631e+00   -2.470265e+00
  13.00000   1    5.891820   -2.935576e+00   -1.622262e+00
  13.00000   1    6.159630   -2.007531e+00   -1.036835e+00
  13.00000   1    6.427440   -1.364396e+00   -6.513888e-01
  13.00000   1    6.695250   -9.233606e-01   -4.049272e-01
  13.00000   1    6.963060   -6.230870e-01   -2.501258e-01
  13.00000   1    7.230870   -4.196461e-01   -1.539376e-01
  13.00000   1    7.498680   -2.822642e-01   -9.455017e-02
  13.00000   1    7.766490   -1.896954e-01   -5.801868e-02
  13.00000   1    8.034300   -1.274134e-01   -3.559184e-02
  13.00000   1    8.302110   -8.554925e-02   -2.183723e-02
  13.00000   1    8.569920   -5.742722e-02   -1.340403e-02
  13.00000   1    8.837730   -3.854409e-02   -8.232909e-03
  13.00000   1    9.105540   -2.586791e-02   -5.060791e-03
  13.00000   1    9.373350   -1.735980e-02   -3.113763e-03
  13.00000   1    9.641160   -1.164981e-02   -1.917797e-03
  13.00000   1    9.908970   -7.817896e-03   -1.182534e-03
  13.00000   1   10.176780   -5.246412e-03   -7.300634e-04
  13.00000   1   10.444590   -3.520780e-03   -4.513207e-04
  13.00000   1   10.712400   -2.362765e-03   -2.794017e-04
  13.00000   1   10.980210   -1.585654e-03   -1.732340e-04
  13.00000   1   11.248020   -1.064149e-03   -1.075818e-04
  13.00000   1   11.515830   -7.141718e-04   -6.692491e-05
  13.00000   1   11.783640   -4.793018e-04   -4.170809e-05
  13.00000   1   12.051450   -3.216778e-04   -2.604212e-05
  13.00000   1   12.319260   -2.158930e-04   -1.629274e-05
  13.00000   1   12.587070   -1.448976e-04   -1.021435e-05
  13.00000   1   12.854880   -9.724972e-05   -6.417412e-06
  13.00000   1   13.122690   -6.527095e-05   -4.040857e-06
  13.00000   1   13.390500   -4.380821e-05   -2.550230e-06
  13.00000   1   13.658310   -2.940321e-05   -1.613250e-06
  13.00000   1   13.926120   -1.973501e-05   -1.022965e-06
  13.00000   1   14.193930   -1.324595e-05   -6.502366e-07
  13.00000   1   14.461740   -8.890616e-06   -4.143280e-07
  13.00000   1   14.729550   -5.967373e-06   -2.646577e-07
  13.00000   1   14.997360   -4.005317e-06   -1.694698e-07
  13.00000   1   15.265170   -2.688394e-06   -1.087833e-07
  13.00000   1   15.532980   -1.804475e-06   -6.999772e-08
  13.00000   1   15.800790   -1.211186e-06   -4.514839e-08
  13.00000   1   16.068600   -8.129664e-07   -2.918888e-08
  13.00000   1   16.336410   -5.456773e-07   -1.891407e-08
  13.00000   1   16.604220   -3.662695e-07   -1.228336e-08
  13.00000   1   16.872030   -2.458481e-07   -7.994338e-09
  13.00000   1   17.139840   -1.650192e-07   -5.213708e-09
  13.00000   1   17.407650   -1.107651e-07   -3.407009e-09
  13.00000   1   17.675460   -7.434859e-08   -2.230611e-09
  13.00000   1   17.943270   -4.990493e-08   -1.463049e-09
  13.00000   1   18.211080   -3.349771e-08   -9.612535e-10
  13.00000   1   18.478890   -2.248473e-08   -6.325870e-10
  13.00000   1   18.746700   -1.509249e-08   -4.169320e-10
  13.00000   1   19.014510   -1.013060e-08   -2.751900e-10
  13.00000   1   19.282320   -6.800014e-09   -1.818792e-10
  13.00000   1   19.550130   -4.564416e-09   -1.203588e-10
  13.00000   1   19.817940   -3.063805e-09   -7.974073e-11
  13.00000   1   20.085750   -2.056542e-09   -5.288765e-11
  13.00000   1   20.353560   -1.380431e-09   -3.511283e-11
  13.00000   1   20.621370   -9.265998e-10   -2.333364e-11
  13.00000   1   20.889180   -6.219710e-10   -1.551934e-11
  13.00000   2    0.267810   -4.587915e+01   -1.044712e+00
  13.00000   2    0.535620   -4.574349e+01   -1.053865e+00
  13.00000   2    0.803430   -4.566873e+01   -1.067926e+00
  13.00000   2    1.071240   -4.558341e+01   -1.091127e+00
  13.00000   2    1.339050   -4.545077e+01   -1.129705e+00
  13.00000   2    1.606860   -4.522834e+01   -1.193725e+00
  13.00000   2    1.874670   -4.485665e+01   -1.299393e+00
  13.00000   2    2.142480   -4.424988e+01   -1.472307e+00
  13.00000   2    2.410290   -4.328684e+01   -1.751506e+00
  13.00000   2    2.678100   -4.180719e+01   -2.192931e+00
  13.00000   2    2.945910   -3.962518e+01   -2.867851e+00
  13.00000   2    3.213720   -3.657671e+01   -3.846160e+00
  13.00000   2    3.481530   -3.260066e+01   -5.148942e+00
  13.00000   2    3.749340   -2.781870e+01   -6.663916e+00
  13.00000   2    4.017150   -2.255326e+01   -8.068316e+00
  13.00000   2    4.284960   -1.725406e+01   -8.882721e+00
  13.00000   2    4.552770   -1.235516e+01   -8.737602e+00
  13.00000   2    4.820580   -8.132781e+00   -7.661456e+00
  13.00000   2    5.088390   -4.732001e+00   -6.060479e+00
  13.00000   2    5.356200   -2.146733e+00   -4.414102e+00
  13.00000   2    5.624010   -2.733576e-01   -3.025840e+00
  13.00000   2    5.891820    1.029968e+00   -1.989478e+00
  13.00000   2    6.159630    1.903395e+00   -1.272748e+00
  13.00000   2    6.427440    2.466089e+00   -8.001891e-01
  13.00000   2    6.695250    2.811001e+00   -4.976945e-01
  13.00000   2    6.963060    3.006820e+00   -3.075378e-01
  13.00000   2    7.230870    3.102541e+00   -1.893061e-01
  13.00000   2    7.498680    3.132285e+00   -1.162760e-01
  13.00000   2    7.766490    3.119409e+00   -7.133969e-02
  13.00000   2    8.034300    3.079702e+00   -4.374978e-02
  13.00000   2    8.302110    3.023726e+00   -2.682926e-02
  13.00000   2    8.569920    2.958470e+00   -1.645704e-02
  13.00000   2    8.837730    2.888515e+00   -1.009926e-02
  13.00000   2    9.105540    2.816821e+00   -6.201318e-03
  13.00000   2    9.373350    2.745268e+00   -3.810526e-03
  13.00000   2    9.641160    2.675018e+00   -2.343333e-03
  13.00000   2    9.908970    2.606762e+00   -1.442348e-03
  13.00000   2   10.176780    2.540882e+00   -8.886468e-04
  13.00000   2   10.444590    2.477559e+00   -5.480850e-04
  13.00000   2   10.712400    2.416850e+00   -3.384251e-04
  13.00000   2   10.980210    2.358730e+00   -2.092233e-04
  13.00000   2   11.248020    2.303125e+00   -1.295174e-04
  13.00000   2   11.515830    2.249938e+00   -8.028887e-05
  13.00000   2   11.783640    2.199055e+00   -4.984599e-05
  13.00000   2   12.051450    2.150356e+00   -3.099503e-05
  13.00000   2   12.319260    2.103722e+00   -1.930544e-05
  13.00000   2   12.587070    2.059039e+00   -1.204571e-05
  13.00000   2   12.854880    2.016193e+00   -7.529871e-06
  13.00000   2   13.122690    1.975081e+00   -4.716089e-06
  13.00000   2   13.390500    1.935603e+00   -2.959721e-06
  13.00000   2   13.658310    1.897665e+00   -1.861343e-06
  13.00000   2   13.926120    1.861182e+00   -1.173111e-06
  13.00000   2   14.193930    1.826072e+00   -7.409955e-07
  13.00000   2   14.461740    1.792261e+00   -4.691148e-07
  13.00000   2   14.729550    1.759678e+00   -2.976795e-07
  13.00000   2   14.997360    1.728257e+00   -1.893389e-07
